"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"2771","24756505","台灣梨山冠軍有機茶農場股份有限公司","臺北市中山區新生北路3段84巷6號6樓之5","王書明","3000000","1101229"
"2772","24756548","艾爾琺有限公司","臺北市松山區八德路4段678號7樓","周捷鴻","420000","1101209"
"2773","24756619","智庫驅動股份有限公司","臺北市信義區信義路4段375號9樓之2","劉嘉凱","3000000","1101202"
"2774","24756890","玩美行動股份有限公司","臺北市內湖區堤頂大道2段301號9樓","柯美慧","10000000","1101210"
"2775","24758145","方特喜先生有限公司","桃園市龜山區樂善里華亞三路39巷12號12樓之7","翟昱","300000","1101228"
"2776","24758433","居安科技系統整合股份有限公司","臺北市士林區美崙街62巷32號","李慶裕","1000000","1101214"
"2777","24759432","工樂行動科技股份有限公司","臺北市中正區臨沂街13巷13號3樓","黃建睿","5000000","1101222"
"2778","24759778","芢薪花研有限公司","臺北市士林區天母北路3號2樓","王鎮輔","200000","1101214"
"2779","24760331","億臻投資有限公司","新北市三重區頂崁街210巷55號(1樓)","陳富義","3000000","1101229"
"2780","24760775","兆豐開發建設股份有限公司","臺北市大安區敦化南路2段180號10樓","周柏瀚","50000000","1101201"
"2781","24761296","桔豐科技股份有限公司","臺北市信義區信義路5段109號地下1樓","徐毓豐","63654000","1101206"
"2782","24761731","宏堉國際有限公司","臺北市萬華區長泰街279巷6號","李淀和","500000","1101216"
"2783","24762936","鑫鮮開發有限公司","臺北市中山區長安東路2段171號9樓","林駿鵬","1000000","1101202"
"2784","24764097","貝美有限公司","臺北市中正區八德路1段5號3樓","劉德成","8500000","1101230"
"2785","24764580","台灣致惠生物科技有限公司","臺北市大同區延平北路1段104號5樓","陳彪","20000000","1101213"
"2786","24766237","詠旭能源有限公司","新北市土城區青雲路269巷16號","李欣穎","11500000","1101217"
"2787","24766525","大爾元全能有限公司","新北市三峽區秀川街58號(2樓)","鄭淳文","1500000","1101208"
"2788","24767138","喜盈盈國際事業股份有限公司","臺北市內湖區洲子街73號2樓之2","黃泰郎","5000000","1101215"
"2789","24767741","昂立有限公司","新北市汐止區新台五路1段99號15樓之10","張明理","6000000","1101221"
"2790","24770696","凱蘿多媒體影像輸出有限公司","臺北市大安區建國南路1段279巷6號1樓","康䕒璘","2000000","1101208"
"2791","24770915","映歲企業有限公司","臺北市信義區忠孝東路5段1之1號7樓","劉諭駿","10000000","1101202"
"2792","24771111","孚創雲端股份有限公司","臺北市內湖區基湖路32號6樓","邱政德","188000000","1101217"
"2793","24771908","禮信國際顧問有限公司","臺北市中正區信義路2段33號7樓之2","陳禮琴","1000000","1101224"
"2794","24772483","安力國際開發股份有限公司","臺北市大安區安和路2段92號地下1樓","張永正","100000","1101215"
"2795","24772940","微構創意整合有限公司","新北市中和區中板路18巷2弄10號（3樓）","羅正傑","500000","1101206"
"2796","24775215","旅人驛站管理顧問股份有限公司","臺北市中正區羅斯福路2段7之3號5樓","邢國震","45771860","1101217"
"2797","24776208","春信國際股份有限公司","臺北市松山區民生東路3段107巷2號3樓","鄭易昀","29000000","1101215"
"2798","24777902","宇天生化科技有限公司","臺北市中正區仁愛路2段25號5樓","姜采緹","1000000","1101223"
"2799","24778466","鼎盛數位生活股份有限公司","臺北市大安區忠孝東路4段270號5樓","唐青慧","36200000","1101222"
"2800","24778515","神嵐遊戲股份有限公司","臺北市南港區南港路3段47巷2號4樓","呂學森","15000000","1101203"
"2801","24779021","運達國際有限公司","臺北市中山區南京西路1之1號6樓","楊寶琴","3000000","1101208"
"2802","24779079","聖德生技新藥有限公司","臺北市內湖區新湖一路155號4樓","林帥宏","21100000","1101217"
"2803","24779649","詠翊工程有限公司","新北市新店區新烏路1段11巷1弄14號","蔡秀梅","5000000","1101203"
"2804","24779958","台灣惠普資訊科技股份有限公司","臺北市南港區經貿二路66號10樓","王靜秀","125000000","1101224"
"2805","24780266","伸波通訊股份有限公司","臺北市內湖區內湖路1段322號8樓","黃文傑","170000000","1101215"
"2806","24780603","海克力斯有限公司","臺北市中正區衡陽路51號9樓之4","劉世仁","7500000","1101224"
"2807","24780890","想上數位科技股份有限公司","臺北市大同區市民大道1段209號10樓","孫健慎","2000000","1101213"
"2808","24781130","耐製文創有限公司","臺北市萬華區長沙街2段91號5樓之6","丘岳","750000","1101230"
"2809","24781770","達達全球股份有限公司","臺北市大同區長安西路289號2樓之2","郭子仲","15000000","1101230"
"2810","24781997","宏錩股份有限公司","臺北市內湖區陽光街351號3樓","胡曉菁","28480000","1101223"
"2811","24783003","鑫聖傳媒製作股份有限公司","臺北市信義區松德路159號12樓","陳淑華","170775560","1101215"
"2812","24784777","草根行銷有限公司","新北市汐止區大同路1段175號3樓","王義智","1000000","1101217"
"2813","24785543","知是行有限公司","臺北市大安區光復南路390號5樓","劉舉弘","16000000","1101213"
"2814","24785699","思凱睿克股份有限公司","臺北市松山區復興北路73號7樓之1","梅繼賢","50833000","1101223"
"2815","24785781","慧盈投資股份有限公司","臺北市松山區南京東路5段223號8樓","沈淑瑩","20000000","1101209"
"2816","24786114","英可國際事業有限公司","新北市林口區佳林路171號7樓","謝淑敏","500000","1101207"
"2817","24786183","智誠科技服務股份有限公司","臺北市松山區復興北路99號14樓","余咪玲","43000000","1101214"
"2818","24786901","台灣馬克思挺力股份有限公司","臺中市西屯區河南路二段262號5樓之10","小野田大輔","5000000","1101206"
"2819","24787535","福心實業股份有限公司","臺北市中山區民權東路2段186號1樓","陳欣","36000000","1101215"
"2820","24788231","韓國商特科源有限公司","新竹縣竹北市隘口里7鄰復興二路229號9樓之6","黃振傑","200000","1101209"
"2821","24792158","英屬維京群島商富旺國際投資有限公司","臺中市西屯區福雅里福科路443號1樓","陳麗文","88297900","1101227"
"2822","24794634","摘星教育股份有限公司","金門縣金城鎮西門里珠浦西路6巷3弄5號","廖麒雄","4200000","1101227"
"2823","24795325","鈦鼎營造股份有限公司","金門縣金城鎮西海路3段106巷18弄3號","張榮顯","3600000","1101223"
"2824","24795697","美商畢沃特股份有限公司","臺中市太平區光隆里光興路733巷30號","柯力司","775000","1101215"
"2825","24797702","馬來西亞商馬來西亞國際航空有限公司","臺北市松山區敦化北路205號6樓","許穎菁","1000000","1101228"
"2826","24799103","巨新光電科技有限公司","金門縣金城鎮富康一村1巷1號","鄭力豪","5000000","1101215"
"2827","24800621","香港商采狄科技有限公司","新北市板橋區館前西路6號13樓之9","吳震烽","0","1101221"
"2828","24802655","香港商布克兄弟大中華區有限公司","臺北市松山區敦化南路1段2號16樓","徐耀祥","8000000","1101201"
"2829","24802992","焱元投資股份有限公司","臺北市大安區敦化南路2段105號10樓","林文伯","1630000000","1101221"
"2830","24810276","新加坡商粟野有限公司","新北市蘆洲區信義路73巷6號","蔡嘉峻","5000000","1101201"
"2831","24810986","英商壹拾壹體育網有限公司","臺北市大安區光復南路102號6樓","鄧儒宗","20000000","1101214"
"2832","24811015","加拿大商創力網絡科技股份有限公司","臺北市大同區承德路1段40號10樓","Jeremy Ray Whitaker","1500000","1101215"
"2833","24811486","美商智邁有限公司","臺北市內湖區內湖路1段252號12樓","田中  悟","500000","1101201"
"2834","24812128","金昶營造股份有限公司","金門縣金城鎮環島北路38巷1弄3號","李權峯","100000000","1101228"
"2835","24812561","泉鼎水務股份有限公司","桃園市桃園區大興西路2段65號16樓","李定國","1500000000","1101224"
"2836","24818349","亞鼎精密機械有限公司","臺中市大里區仁美路159巷15弄3號","李孫乾","10000000","1101222"
"2837","24818805","盛綻資管有限公司","臺中市大里區東湖里科技路166號3樓之2","蔡秋櫻","3000000","1101201"
"2838","24819396","瑟斐司公寓大廈管理維護有限公司","臺中市潭子區聚興里豐興路一段567號1樓","蔡維成","10000000","1101202"
"2839","24819591","稻沐餐飲股份有限公司","臺中市北屯區平德里梅川東路四段67號1樓、68號1樓","呂昱辰","1000000","1101221"
"2840","24819614","其峰興業有限公司","臺中市南屯區大誠里大墩四街177之3號1樓","謝琪富","5000000","1101214"
"2841","24819939","偌凡股份有限公司","臺中市西區五權七街57號","羅友竹","5600000","1101229"
"2842","24820458","銨鉑實業有限公司","臺中市北區漢口路四段35號6樓2","黃志鴻","500000","1101222"
"2843","24820513","宏固投資有限公司","臺中市大雅區上雅里雅環一街20號1樓","吳孟珊","11170000","1101215"
"2844","24820632","登雅有限公司","臺中市豐原區西湳里葫蘆墩一街313號1樓","呂宜蓁","2000000","1101209"
"2845","24822126","長霖建設有限公司","臺中市沙鹿區興安里益路61巷8號1樓之5","楊智淵","15000000","1101201"
"2846","24822694","合豐百貨國際實業有限公司","臺中市豐原區西安里西安街169號","劉建宏","250000","1101224"
"2847","24823693","沅鋐機械工程有限公司","臺中市梧棲區頂寮里八德路一段59號15樓之2","郭昭慶","200000","1101227"
"2848","24823770","合裕精密機械股份有限公司","臺中市沙鹿區興安路80巷15號1樓","李威志","14000000","1101210"
"2849","24825334","將馬機械有限公司","臺中市太平區興隆里興隆路65之9號1樓","廖惠玲","12000000","1101216"
"2850","24826621","北岳物業管理顧問有限公司","臺中市西屯區永安里國安一路233巷15號2樓之2","曾胤豐","1000000","1101202"
"2851","24829401","大城草景室內裝修股份有限公司","新北市板橋區民生路1段33號18樓之2","吳昉冀","5500000","1101201"
"2852","24833051","上川建設有限公司","臺中市豐原區三豐路二段89巷110弄66號1樓","廖益堂","6000000","1101201"
"2853","24833502","科佶富股份有限公司","臺中市西屯區福和里臺灣大道四段767號3樓之5","張穎旻","5000000","1101202"
"2854","24833778","力楷國際有限公司","臺中市豐原區中興里三村路30巷1弄10號","張茹薏","200000","1101206"
"2855","24833812","廣田園藝股份有限公司","臺中市北屯區北坑巷96之1號1樓","王讚煌","5000000","1101208"
"2856","24834410","瑞禾系統股份有限公司","臺中市北屯區三光里文昌東十二街78之2號","張煒翔","1000000","1101202"
"2857","24838577","聞鼎企業有限公司","臺中市北屯區文心路四段698號21樓之1","伍倫言","500000","1101208"
"2858","24840341","大騰生技股份有限公司","臺中市北區淡溝里臺灣大道二段360號4樓之5","練欣豪","23000000","1101217"
"2859","24841051","彩虹文創股份有限公司","臺中市西區向上路一段79巷12號6樓之2","魏丕仁","28800000","1101216"
"2860","24841361","富椿開發有限公司","臺中市大里區仁化里仁化路616號1樓","盧祈安","700000","1101229"
"2861","24842066","竣聖科技股份有限公司","臺中市西屯區上石里上石路171號11樓之3","葉世宏","20000000","1101213"
"2862","24842679","向強應材股份有限公司","臺中市北屯區平田里文心路四段955號12樓之2","林哲宇","10000000","1101221"
"2863","24843213","辰林科技有限公司","臺中市太平區中平九街79號9樓","梁鎧馪","300000","1101208"
"2864","24843733","井龍玉國際事業有限公司","南投縣草屯鎮加老里墩煌路四段1巷92弄19號1樓","蔡如瑜","250000","1101222"
"2865","24845009","廣銓環保科技有限公司","臺中市沙鹿區鹿峰里中山路658之2號1樓","蔡明洲","10000000","1101202"
"2866","24845155","艾勒國際有限公司","臺中市北屯區松強里山西路三段192號14樓之8","慕正唯","5000000","1101222"
"2867","24845514","對了出發股份有限公司","嘉義縣太保市南新里北港路二段109號二樓","葉欣芝","10000000","1101220"
"2868","24849265","常泰有限公司","桃園市蘆竹區內厝里東溪路210號","廖正文","20000000","1101223"
"2869","24850614","先覺生技有限公司","桃園市桃園區莊敬里莊敬路一段234號11樓","","1000000","1101229"
"2870","24851135","台灣創新材料股份有限公司","桃園市蘆竹區民權路50號5樓","李志賢","296100000","1101202"
"2871","24851183","廣佺有限公司","桃園市中壢區內定里內定二十街185巷31號","陳建男","10000000","1101202"
"2872","24851579","瑞科文創股份有限公司","屏東縣屏東市民勇路23號","洪喬茵","2000000","1101228"
"2873","24852373","奇宴投資有限公司","新竹市高峰里高翠路160巷160號4樓","黃宏銘","33700000","1101215"
"2874","24853485","帝寶龍建設有限公司","彰化縣彰化市南瑤里18鄰中山路一段556巷23-14號1樓","謝沛霓","6000000","1101221"
"2875","24854267","威創興業股份有限公司","桃園市龍潭區九龍里中興路九龍段50巷51之1號","江明煌","364000000","1101208"
"2876","24854647","輝泉投資股份有限公司","彰化縣彰化市彰安里民族路219巷49號2樓","許怡平","3350000","1101217"
"2877","24858849","宇星能源有限公司","宜蘭縣五結鄉錦眾村錦草五路238巷12號","蔡明憲","15000000","1101207"
"2878","24858989","冠華菸酒有限公司","屏東縣屏東市前進里清進路476號","陳嘉生","18000000","1101220"
"2879","24860084","胡焱榮風華翡翠股份有限公司","桃園市楊梅區上田里高平路359巷1號","廖淑媛","230000000","1101207"
"2880","24860275","裕勝不動產有限公司","宜蘭縣頭城鎮新建里青雲路3段32號1樓","簡龍裕","500000","1101229"
"2881","24860465","勝堯有限公司","彰化縣彰化市茄苳里茄苳路二段146巷23之3號","吳唐維","1000000","1101217"
"2882","24861437","泉盛工業股份有限公司","彰化縣鹿港鎮東石里環工十六路10號","鄭淑琴","70291330","1101216"
"2883","24862175","銓綿元工程有限公司","桃園市大園區田心里華中街91號","陳建瑋","1000000","1101221"
"2884","24862246","旭漾實業有限公司","基隆市中正區義一路51號3樓","蔡雅慧","2000000","1101224"
"2885","24862317","羅氏國際投資股份有限公司","桃園市蘆竹區內厝里南山路二段75號","羅勵中","15000000","1101203"
"2886","24862506","臺灣飛機維修股份有限公司","桃園市大園區航勤南路7號","王宏","700000000","1101217"
"2887","24863688","雙潔有限公司","新竹縣竹北市泰和里新工五路13號3樓之7","張峰誠","4500000","1101229"
"2888","24865406","佑祥精密有限公司","彰化縣埔鹽鄉永樂村番金路臨99-8號","陳信助","1000000","1101209"
"2889","24865784","紳富逸建設股份有限公司","桃園市中壢區高鐵南路三段727巷108號1樓","陳佩靖","15500000","1101209"
"2890","24866284","耀然實業股份有限公司","新北市汐止區康寧街169巷23號9樓之1","翁榮懋","10000000","1101228"
"2891","24867410","以便以謝創作有限公司","桃園市龍潭區八德里035鄰德湖街104號2樓","葉綠綠","5000000","1101202"
"2892","24868380","橙信科技實業有限公司","嘉義縣民雄鄉西安村進興街106巷15號1樓","魏敬澄","7230000","1101209"
"2893","24869395","鋒技股份有限公司","桃園市龜山區頂湖二街69號3樓","張慎言","10000000","1101209"
"2894","24869584","晟興系統股份有限公司","新竹市北區育英里四維路130號4樓之2","簡俊松","10000000","1101230"
"2895","24870766","伯沂企業有限公司","彰化縣秀水鄉彰水路二段627巷11號","梁瑋洛","3000000","1101207"
"2896","24871596","紀德興實業股份有限公司","桃園市平鎮區東勢里快速路一段237號","張軒瑜","150000000","1101227"
"2897","24872032","優得利有限公司","新竹市北區海濱里尚濱路68號2樓之1","陳鳳娥","1000000","1101216"
"2898","24873258","尚毅能源股份有限公司","新竹縣竹北市鹿場里文興路57號1樓","鄭鴻祺","2000000","1101220"
"2899","24874067","鉑辰投資股份有限公司","桃園市大溪區一心里和二路79巷25號","邱嫻晴","10587750","1101207"
"2900","24874257","翔富電鍍有限公司","彰化縣鹿港鎮環工二路17號","張文相","75000000","1101215"
"2901","24874860","創欣實業有限公司","桃園市蘆竹區吉林路163號5樓","羅慧怡","20000000","1101216"
"2902","24876184","柏洋不動產有限公司","宜蘭縣宜蘭市黎明里東港路二段105號、105號2樓","林真如","200000","1101220"
"2903","24876348","一中心有限公司","臺中市西區公正里東興路三段160號7樓之5","宋彬如","27000000","1101221"
"2904","24877016","鴻群開發有限公司","桃園市大溪區介壽路913號(1樓)","賴昌易","2000000","1101229"
"2905","24878253","昭寧有限公司","基隆市中正區正榮街77巷48號","張鳴峰","480000","1101210"
"2906","24878388","超品企業股份有限公司","宜蘭縣宜蘭市梅洲里大坡路2段255號","王振昌","10000000","1101207"
"2907","24878681","龍行利興業有限公司","桃園市桃園區南豐二街168巷20號","劉斐華","3800000","1101217"
"2908","24878916","鑫紀元企業有限公司","嘉義縣朴子市竹圍里中興路127巷1弄18號1樓","吳書宇","5000000","1101221"
"2909","24879470","佳世福有限公司","桃園市中壢區內定里合圳北路二段331巷70號","許李維","15000000","1101216"
"2910","24879773","大福琉球航運股份有限公司","屏東縣琉球鄉本福村中山路6-2號","蔡丞凱","105500000","1101217"
"2911","24880292","鑫渼科技事業有限公司","嘉義市西區國聖三街2號","張芳賓","1200000","1101228"
"2912","24880429","昱博興業有限公司","彰化縣和美鎮新庄里彰新路二段37巷1弄51號","李政勇","300000","1101221"
"2913","24880547","久大數位有限公司","宜蘭縣羅東鎮信義里12鄰興東路236號","黃建閔","1000000","1101206"
"2914","24880666","振有科技有限公司","新竹市東區復興里中華路一段384巷6弄4號3樓","葉振林","8000000","1101209"
"2915","24882171","銀定金生有限公司","彰化縣田中鎮西路里中正路390號1樓","吳佳樺","3000000","1101201"
"2916","24882405","凱富食品有限公司","桃園市蘆竹區六福路255號2樓","廖科閩","1000000","1101223"
"2917","24882849","永隆水電有限公司","桃園市觀音區文化路坑尾段339巷161弄1號(1樓)","江淵在","2000000","1101221"
"2918","24883349","新亞有限公司","桃園市平鎮區新貴里中豐路一段2號","張宏澤","3000000","1101217"
"2919","24884776","睿宏管理顧問有限公司","桃園市中壢區洽溪里洽溪路213號","顧承翔","2000000","1101214"
"2920","24885085","鼎信國際科技有限公司","桃園市八德區瑞泰里瑞安街68號","陳奕廷","2000000","1101215"
"2921","24885114","看山手作有限公司","新竹縣竹東鎮仁愛里大明路54號1樓","范揚武","3000000","1101201"
"2922","24891360","昇鴻電子有限公司","新竹縣湖口鄉達生二街337號二樓","楊文瑞","3000000","1101216"
"2923","24891707","卡雅褔有限公司","屏東縣恆春鎮省北路1巷3弄5號","鐵福洛","50000","1101229"
"2924","24892086","力馥建設股份有限公司","臺北市中山區松江路158號6樓之2","蔡宗良","70000000","1101216"
"2925","24892157","古辛國際餐飲有限公司","嘉義市西區保生里自由路121號1樓","辜耀義","2500000","1101203"
"2926","24892380","高凰建設股份有限公司","南投縣水里鄉城中村市場街153號1樓","高正乙","26000000","1101229"
"2927","24892641","宇囷醫材有限公司","彰化縣員林市振興里15鄰山脚路二段172號","黃明惠","1000000","1101223"
"2928","24892733","海天國際流通事業股份有限公司","桃園市桃園區新埔六街95號22樓","游芝郁","10000000","1101230"
"2929","24893711","納彩皇羽國際有限公司","桃園市蘆竹區順興里南順五街2號1樓","林凡楓","400000","1101209"
"2930","24894654","豪心建設股份有限公司","雲林縣虎尾鎮三合里三合81-8號","林上凱","21000000","1101202"
"2931","24894747","禾耘建設事業有限公司","桃園市中壢區內定里中園路二段416號","何奇財","40000000","1101230"
"2932","24894985","熊貓科技股份有限公司","新竹縣竹北市福興東路一段136號13樓","劉康吉","600000","1101227"
"2933","24896576","膜王生醫科技股份有限公司","桃園市中壢區青峰路一段61號5樓","葉菁雯","5100000","1101207"
"2934","24896772","海瑞國際顧問股份有限公司","桃園市桃園區民族路185號2樓","郭明枝","16085000","1101201"
"2935","24897435","慶豐冷凍實業有限公司","雲林縣元長鄉西莊村西庄路109之17號","吳崑敏","26000000","1101208"
"2936","24899095","承普國際有限公司","臺南市安平區華平路672巷8號3樓","林秋菊","5000000","1101228"
"2937","24900966","強登建材有限公司","臺南市麻豆區小埤里埤頭1號之7","吳禹翰","22000000","1101217"
"2938","24901228","進利建設有限公司","臺南市中西區頂美一街82巷2號2樓","陳珮婷","1000000","1101222"
"2939","24903056","安平科技有限公司","臺南市東區德高里崇善路1073巷16號1樓","鄭閎元","300000","1101229"
"2940","24905287","冠鴻消防工程有限公司","臺南市安南區大安里義安街114巷5號1樓","陳靜容","1680000","1101202"
"2941","24905300","華驛環保科技有限公司","臺南市仁德區仁義三街138巷8號1樓","黃麗文","500000","1101203"
"2942","24906011","冠盈實業有限公司","臺南市歸仁區看東里中山路一段311號","王莉鈞","5000000","1101221"
"2943","24906862","尚淵有限公司","臺南市東區崇明里中華東路三段399巷18弄32號1樓","陳萱","1000000","1101203"
"2944","24907905","天心元有限公司","臺南市南區文南里中華西路一段310-7號1樓","施皓翔","10000000","1101209"
"2945","24908073","精湛交通工業股份有限公司","臺南市東區崇明四街50號7樓","莫秀蘭","20000000","1101224"
"2946","24909066","崴聯工程有限公司","臺南市佳里區安西里文化西路460號1樓","陳振姜","310000","1101228"
"2947","24912371","皇寶建設有限公司","臺南市歸仁區七甲里七甲一街82號2樓","林惠淑","22000000","1101227"
"2948","24912647","敬祐有限公司","臺南市安平區育平里平豐路236巷22號3樓之10","柳任娟","300000","1101214"
"2949","24913717","長鼎灜企業有限公司","臺南市安南區海南里樂活路230號1樓","廖尉廷","9000000","1101210"
"2950","24917024","壹厝邊科技有限公司","臺南市東區和平里文化二街166-10號1樓","郭寅文","500000","1101214"
"2951","24917354","柇鑫有限公司","高雄市前鎮區武德街62號8樓","羅雍昇","1000000","1101220"
"2952","24919487","永昇貿豐菸酒有限公司","臺南市東區富強里中華東路二段88號1樓","黃長隆","1600000","1101228"
"2953","24919825","前瞻數位科技有限公司","臺南市東區東門路二段299號7樓","吳信憲","2020000","1101217"
"2954","24920034","營頤室內設計有限公司","臺南市北區大和里大港街110巷17號","陳曉倫","500000","1101214"
"2955","24920148","竣和國際股份有限公司","臺南市安南區東和里長和路一段823巷368號","陳芷筠","2000000","1101206"
"2956","24920421","牧陽人系統股份有限公司","臺南市永康區北灣里大灣路40巷138弄25號1樓","曾偉","67462900","1101214"
"2957","24920652","宇鋼貿易有限公司","臺南市中西區永福里忠義路二段93號1樓","郭峻全","14764986","1101206"
"2958","24920766","名竣能源科技股份有限公司","臺南市仁德區太子路76號","吳雁文","175000000","1101208"
"2959","24922770","圓明建設有限公司","臺南市安南區北安路二段436號1樓","許漢柏","500000","1101221"
"2960","24923905","兆明升股份有限公司","彰化縣芳苑鄉漢寶村成功路128號1樓","杜鎧兆","311800000","1101221"
"2961","24925740","宗鈺工程有限公司","臺南市安南區溪心里安中路二段336巷100號1樓","許詠豐","3000000","1101213"
"2962","24926369","優士特精密有限公司","高雄市路竹區國昌路119巷301弄127號","許榮競","8000000","1101207"
"2963","24926522","浩聖投資股份有限公司","臺南市學甲區新榮里華宗路142巷16號1樓","陳俞邵","3375000","1101206"
"2964","24926706","天偉弘海數位物流有限公司","臺南市永康區東灣里大灣一街220巷1號1樓","蘇明棋","1000000","1101214"
"2965","24926781","天使之羽文化傳媒有限公司","臺南市中西區忠義路二段73號1樓","蔡俊杰","500000","1101214"
"2966","24927183","金蘋果創業投資管理顧問有限公司","高雄市鼓山區中華一路316號10樓之2","邱纚瑜","5000000","1101206"
"2967","24927584","大積投資股份有限公司","臺南市學甲區建國東路38號1樓","陳俊吉","3375000","1101206"
"2968","24927917","伊眾國際人力派遣有限公司","高雄市左營區南屏路242號1樓","王廼陵","3000000","1101209"
"2969","24927923","匹塔股份有限公司","臺北市中山區長安東路2段53號2樓","黎育欽","7000000","1101217"
"2970","24928211","超越體能顧問有限公司","臺北市松山區南京東路4段17號地下1層","黃政浩","13426329","1101203"
"2971","24929416","百玳藝術有限公司","臺北市中山區復興北路58號12樓","陳瑤菡","5000000","1101206"
"2972","24929485","優拓資訊股份有限公司","臺北市大安區羅斯福路3段67號1樓","陳淑娟","21600000","1101208"
"2973","24929491","碩豐管理顧問有限公司","臺北市大同區南京西路163號2樓之57","詹豐吉","500000","1101224"
"2974","24929680","春田科技顧問股份有限公司","臺北市內湖區行善路417巷32號3樓","林冠廷","21000000","1101209"
"2975","24930119","利茂投資股份有限公司","新北市新店區中正路531-1號7樓","江素蘭","2739327800","1101229"
"2976","24934868","森思股份有限公司","臺北市大安區和平東路2段265巷3號1樓","陳信至","10495500","1101214"
"2977","24935310","艾菲卡直播股份有限公司","臺北市中山區中山北路3段49號7樓","林德偉","77980800","1101202"
"2978","24937112","太初建設事業股份有限公司","新北市永和區永平路301號(1樓)","黃文陽","40000000","1101213"
"2979","24937133","班達運通股份有限公司","臺北市大同區環河北路2段115號3樓","邱德杰","10000000","1101227"
"2980","24938082","雷爵數位學習有限公司","臺北市萬華區莒光路336號2樓","張厥猷","2000000","1101206"
"2981","24938576","好意思文化有限公司","臺北市大安區泰順街60巷22號","李孝祖","2100000","1101210"
"2982","24938800","炭吉國際貿易有限公司","新北市板橋區板新路101號4樓","曾奕鈞","17000000","1101214"
"2983","24938920","立上空間設計有限公司","臺北市松山區八德路3段200號3樓之1","汪至佳","7000000","1101213"
"2984","24940931","哲言國際有限公司","臺北市中山區松江路42號6樓之5","李盈蓉","4000000","1101222"
"2985","24941707","創宇數位股份有限公司","臺北市中山區民生東路3段17號8樓","温慕垚","8000000","1101228"
"2986","24943629","以實投資有限公司","臺北市中正區仁愛路2段2號5樓","陳逢源","4000000","1101230"
"2987","24943938","興凱博有限公司","新北市三重區光復路1段83巷2號3樓","陳婷婷","3000000","1101217"
"2988","24944747","海底撈火鍋股份有限公司","臺北市信義區松壽路12號6樓","舒萍","115000000","1101224"
"2989","24945886","大益文創有限公司","臺北市中正區銅山街13號2樓","吳若權","1200000","1101220"
"2990","24946457","臺灣家得可睦股份有限公司","臺北市中山區南京東路2段206號12樓之5","長嶋 義和","5000000","1101222"
"2991","24947765","豐秝科技有限公司","新北市八里區龍米路2段36號20樓之5","唐慈璘","200000","1101221"
"2992","24948814","塔奇極品咖啡有限公司","臺北市萬華區雙園街132號1樓","陳淑玲","5000000","1101214"
"2993","24948981","訊橋國際有限公司","臺北市內湖區內湖路1段285巷69弄46號1樓","林維亭","16000000","1101221"
"2994","24951134","傑博順投資有限公司","臺北市中正區愛國東路48號4樓","王苔蓉","55000000","1101213"
"2995","24952675","浩河未來實業有限公司","臺北市大安區大安路1段82號2樓","呂俊毅","500000","1101224"
"2996","24954081","永翌工業有限公司","新北市新莊區中港路648巷6號","鄒易展","500000","1101208"
"2997","24954907","克莉思朵蕾絲有限公司","臺北市松山區敦化北路165巷18號1樓","沈庭瑋","3600000","1101214"
"2998","24955595","道達旅店股份有限公司","臺南市中西區淺草里康樂街169號2樓","洪鴻村","18000000","1101217"
"2999","24956031","嘉瓦士有限公司","臺北市松山區南京東路5段356號15樓","楊岳校","15000000","1101216"
"3000","24956089","鵬達搬家貨運有限公司","臺北市士林區福榮街40號","葉育絜","10000000","1101215"
"3001","24956671","蓋德投資有限公司","臺北市南港區經貿二路197號4樓","許賓鄉","19000000","1101213"
"3002","24957910","大江國際實業有限公司","臺北市內湖區大湖山莊街131號1樓","黃慧萍","3000000","1101213"
"3003","24958220","三童建設股份有限公司","臺北市中山區南京東路2段108號10樓之11","范秋雲","2101800000","1101223"
"3004","24959375","禾運開發股份有限公司","新北市土城區中央路2段37號(2樓)","林建榮","15000000","1101207"
"3005","24959591","說書人數位行銷有限公司","臺北市信義區忠孝東路5段474號10樓","蘇英傑","1050000","1101202"
"3006","24961371","利雙國際貿易有限公司","新北市新莊區新北大道3段7號21樓之1","尤湘群","1000000","1101207"
"3007","24961597","韋鈦科技有限公司","新北市五股區凌雲路1段149巷2之3號","廖淑雅","2000000","1101201"
"3008","24961908","松信不動產有限公司","臺北市松山區復興北路101號6樓之8","陳禎宏","3000000","1101207"
"3009","24963390","恩沛實業有限公司","臺北市信義區基隆路1段141號7樓之5","黃維霓","2000000","1101217"
"3010","24963764","心邑有限公司","臺北市信義區基隆路2段15號5樓","陳允智","1000000","1101228"
"3011","24964010","美謙有限公司","臺北市大安區光復南路412號6樓之2","吳宇倫","22000000","1101228"
"3012","24964068","茂榛股份有限公司","臺北市中正區博愛路60號","洪睿弘","1500000","1101228"
"3013","24965051","汰遠國際貿易有限公司","臺北市內湖區康寧路3段99巷21號1樓","何冠霆","5000000","1101207"
"3014","24965067","元澤設計股份有限公司","臺北市大安區敦化南路2段34號12樓","張武藤","2000000","1101213"
"3015","24965995","博世科智能股份有限公司","臺北市中山區中山北路2段99號10樓","林再利","50000000","1101222"
"3016","24966798","上舜科技有限公司","臺北市松山區健康路325巷19弄18號1樓","鄭宇恩","1000000","1101221"
